company,holder of position,% of capital,communication date,position date
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",1.19,2017-12-04,2017-11-01
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",1.21,2017-12-04,2017-09-18
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",1.14,2017-12-04,2017-08-01
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",1.21,2017-12-04,2017-07-25
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",1.10,2017-12-04,2017-06-13
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",1.05,2017-12-04,2017-05-18
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.95,2017-12-04,2017-04-21
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.82,2017-12-04,2017-04-11
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.73,2017-12-04,2017-04-06
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.63,2017-12-04,2017-03-10
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.57,2017-12-04,2017-03-09
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.65,2017-12-04,2017-03-02
"CTT - Correios de Portugal, SA","BPI Gestão de Ativos - Sociedade Gestora de Organismos de Investimento Coletivo, S.A.",0.51,2017-12-04,2017-01-19
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.59,2019-09-13,2019-09-12
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.69,2019-07-12,2019-07-11
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.70,2019-07-11,2019-07-10
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.61,2019-06-20,2019-06-19
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.51,2019-06-14,2019-06-13
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.58,2018-10-11,2018-10-10
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.68,2018-09-21,2018-09-20
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.79,2018-08-27,2018-08-24
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.89,2018-08-09,2018-08-08
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.98,2018-07-25,2018-07-24
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,1.00,2018-07-23,2018-07-20
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.99,2018-07-19,2018-07-18
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,1.00,2018-07-04,2018-07-03
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.99,2018-07-03,2018-07-02
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,1.00,2018-05-28,2018-05-25
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.90,2018-05-18,2018-05-17
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.81,2018-05-08,2018-05-07
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.79,2018-04-24,2018-04-23
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.80,2018-03-15,2018-03-14
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.70,2018-03-08,2018-03-07
"CTT - Correios de Portugal, SA",Capital Fund Management S.A.,0.51,2018-02-12,2018-02-09
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.50,2019-06-26,2019-06-25
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.59,2019-06-17,2019-06-14
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.67,2019-06-06,2019-06-05
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.70,2019-06-05,2019-06-04
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.66,2019-05-27,2019-05-24
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.59,2018-11-01,2018-10-31
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.69,2018-10-15,2018-10-12
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.79,2018-09-18,2018-09-17
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.81,2018-09-11,2018-09-10
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.70,2018-08-30,2018-08-29
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.66,2018-08-09,2018-08-08
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.79,2018-08-06,2018-08-03
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.81,2018-08-02,2018-08-01
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.79,2018-07-31,2018-07-30
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.80,2018-07-25,2018-07-24
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.78,2018-07-24,2018-07-23
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.81,2018-07-23,2018-07-20
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.79,2018-07-06,2018-07-05
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.86,2018-07-03,2018-07-02
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.73,2018-06-18,2018-06-15
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.62,2018-06-13,2018-06-12
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.50,2018-05-31,2018-05-30
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.58,2018-05-23,2018-05-22
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.72,2018-05-17,2018-05-16
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.59,2018-05-16,2018-05-15
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.68,2018-05-11,2018-05-10
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.72,2018-05-10,2018-05-09
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.85,2018-05-09,2018-05-08
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.92,2018-05-04,2018-05-03
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.80,2018-04-27,2018-04-26
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.71,2018-04-18,2018-04-17
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.53,2018-04-17,2018-04-16
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.58,2018-02-13,2018-02-12
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.62,2018-02-12,2018-02-09
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.75,2018-02-08,2018-02-07
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.53,2018-01-18,2018-01-17
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.58,2017-12-21,2017-12-20
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.69,2017-12-20,2017-12-19
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.71,2017-12-15,2017-12-14
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.61,2017-12-13,2017-12-12
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.54,2017-12-12,2017-12-11
"CTT - Correios de Portugal, SA",Citadel Advisors II LLC,0.54,2017-11-24,2017-11-23
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.59,2023-03-16,2023-03-15
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.68,2023-03-07,2023-03-06
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.78,2023-03-01,2023-02-28
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.82,2023-02-09,2023-02-08
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.77,2023-02-08,2023-02-07
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.80,2023-02-07,2023-02-06
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.71,2023-01-31,2023-01-30
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.62,2023-01-20,2023-01-19
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.59,2023-01-17,2023-01-16
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.67,2023-01-05,2023-01-04
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.71,2022-12-16,2022-12-15
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.69,2022-11-24,2022-11-23
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.78,2022-11-08,2022-11-07
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.80,2022-10-26,2022-10-25
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.78,2022-10-21,2022-10-20
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.80,2022-10-20,2022-10-19
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.71,2022-10-06,2022-10-05
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.69,2022-10-03,2022-09-30
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.75,2022-09-23,2022-09-22
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.63,2022-09-21,2022-09-20
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.51,2022-08-10,2022-08-09
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.54,2022-07-29,2022-07-28
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.68,2022-07-18,2022-07-15
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.70,2022-07-12,2022-07-11
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.66,2022-06-29,2022-06-28
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.71,2022-06-27,2022-06-24
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.69,2022-06-24,2022-06-23
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.76,2022-06-17,2022-06-16
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.81,2022-06-13,2022-06-10
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.59,2022-06-09,2022-06-08
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.67,2022-05-24,2022-05-23
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.77,2022-05-11,2022-05-10
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.82,2022-05-10,2022-05-09
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.73,2022-05-09,2022-05-06
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.61,2022-05-04,2022-05-03
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.50,2022-04-28,2022-04-27
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.58,2022-01-12,2022-01-11
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.60,2022-01-11,2022-01-10
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.59,2022-01-06,2022-01-05
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.61,2021-12-17,2021-12-16
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.50,2021-12-13,2021-12-10
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.50,2021-11-09,2021-11-08
"CTT - Correios de Portugal, SA",Citadel Advisors LLC,0.53,2020-05-15,2020-05-14
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.54,2020-03-20,2020-03-19
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.69,2020-03-16,2020-03-13
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.78,2020-02-20,2020-02-19
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.89,2020-02-03,2020-01-31
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.99,2020-01-17,2020-01-16
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.09,2020-01-06,2020-01-03
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.19,2019-12-18,2019-12-17
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.28,2019-12-11,2019-12-10
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.38,2019-12-02,2019-11-29
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.49,2019-11-21,2019-11-20
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.59,2019-11-12,2019-11-11
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.67,2019-11-06,2019-11-05
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.70,2019-07-03,2019-07-02
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.60,2019-05-27,2019-05-24
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.50,2019-05-13,2019-05-10
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.42,2019-05-03,2019-05-02
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.30,2019-04-22,2019-04-19
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.20,2019-02-26,2019-02-25
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.19,2019-02-12,2019-02-11
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.20,2019-02-11,2019-02-08
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.19,2019-02-08,2019-02-07
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.20,2019-02-06,2019-02-05
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.19,2019-02-01,2019-01-31
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.29,2018-11-30,2018-11-29
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.39,2018-11-16,2018-11-15
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.49,2018-11-02,2018-11-01
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.59,2018-10-23,2018-10-22
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.69,2018-10-02,2018-10-01
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.78,2018-09-21,2018-09-20
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.89,2018-09-13,2018-09-12
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.99,2018-09-07,2018-09-06
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.09,2018-08-30,2018-08-29
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.29,2018-08-17,2018-08-16
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.39,2018-08-10,2018-08-09
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.47,2018-08-03,2018-08-02
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.50,2018-06-18,2018-06-15
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.31,2018-05-18,2018-05-17
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.20,2018-05-01,2018-04-30
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.10,2018-04-23,2018-04-20
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",2.01,2018-04-18,2018-04-17
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.90,2018-04-05,2018-04-04
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.80,2018-03-13,2018-03-12
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.70,2018-02-13,2018-02-12
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.69,2018-01-19,2018-01-18
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.79,2018-01-01,2017-12-29
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.81,2017-12-22,2017-12-21
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.70,2017-12-13,2017-12-12
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.61,2017-11-29,2017-11-28
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.50,2017-11-23,2017-11-22
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.47,2017-11-22,2017-11-21
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.34,2017-11-17,2017-11-16
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.15,2017-11-08,2017-11-07
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.21,2017-11-07,2017-11-06
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.86,2017-11-06,2017-11-03
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.69,2017-10-13,2017-10-12
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.78,2017-09-26,2017-09-25
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.88,2017-08-30,2017-08-29
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.98,2017-08-14,2017-08-11
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",1.00,2017-08-04,2017-08-03
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.99,2017-06-27,2017-06-26
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.90,2017-04-28,2017-04-27
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.81,2017-04-14,2017-04-13
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.71,2017-04-05,2017-04-04
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.60,2017-03-24,2017-03-23
"CTT - Correios de Portugal, SA","Connor, Clark & Lunn Investment Management Ltd.",0.54,2017-03-22,2017-03-21
"CTT - Correios de Portugal, SA",GLG Partners LP,0.57,2019-10-23,2019-10-22
"CTT - Correios de Portugal, SA",GLG Partners LP,0.68,2019-10-16,2019-10-15
"CTT - Correios de Portugal, SA",GLG Partners LP,0.78,2019-10-04,2019-10-03
"CTT - Correios de Portugal, SA",GLG Partners LP,0.80,2019-07-17,2019-07-16
"CTT - Correios de Portugal, SA",GLG Partners LP,0.72,2019-07-12,2019-07-11
"CTT - Correios de Portugal, SA",GLG Partners LP,0.60,2019-07-09,2019-07-08
"CTT - Correios de Portugal, SA",GLG Partners LP,0.53,2019-07-04,2019-07-03
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.50,2019-06-19,2019-06-18
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.50,2018-12-13,2018-12-12
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.58,2018-11-20,2018-11-19
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.68,2018-11-06,2018-11-05
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.79,2018-10-31,2018-10-30
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.88,2018-10-25,2018-10-24
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.99,2018-10-18,2018-10-17
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.09,2018-10-09,2018-10-08
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.18,2018-09-25,2018-09-24
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.29,2018-09-14,2018-09-13
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.30,2018-08-10,2018-08-09
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.29,2018-08-03,2018-08-02
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.33,2018-08-02,2018-08-01
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.29,2018-07-30,2018-07-27
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.31,2018-07-27,2018-07-26
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.49,2018-07-24,2018-07-23
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.51,2018-07-20,2018-07-19
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.43,2018-07-17,2018-07-16
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.33,2018-07-10,2018-07-09
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.20,2018-07-05,2018-07-04
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.18,2018-07-03,2018-07-02
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,1.03,2018-06-29,2018-06-28
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.98,2018-06-27,2018-06-26
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.84,2018-06-25,2018-06-22
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.73,2018-06-20,2018-06-19
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.62,2018-06-14,2018-06-13
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.52,2018-06-07,2018-06-06
"CTT - Correios de Portugal, SA",GSA Capital Partners LLP,0.57,2018-05-16,2018-05-15
"CTT - Correios de Portugal, SA",JPMorgan Asset Management (UK) Ltd,0.53,2022-06-29,2022-06-28
"CTT - Correios de Portugal, SA",JPMorgan Asset Management (UK) Ltd,0.53,2017-11-02,2017-11-01
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.59,2022-08-01,2022-07-29
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.68,2022-07-26,2022-07-25
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.78,2022-07-21,2022-07-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.88,2022-07-18,2022-07-15
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.98,2022-07-07,2022-07-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.09,2022-06-29,2022-06-28
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.10,2022-06-24,2022-06-23
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.01,2022-06-21,2022-06-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.93,2022-06-17,2022-06-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.84,2022-06-16,2022-06-15
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.70,2022-06-10,2022-06-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.61,2022-06-07,2022-06-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.58,2022-06-03,2022-06-02
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.60,2022-06-02,2022-06-01
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.51,2022-05-26,2022-05-25
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.59,2022-04-12,2022-04-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.60,2022-04-05,2022-04-04
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.58,2022-03-25,2022-03-24
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.61,2022-03-08,2022-03-07
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.50,2022-02-22,2022-02-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.55,2022-02-14,2022-02-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.64,2022-02-09,2022-02-08
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.50,2022-01-24,2022-01-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.51,2022-01-12,2022-01-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.58,2019-10-21,2019-10-18
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.69,2019-10-15,2019-10-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.70,2019-10-09,2019-10-08
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.69,2019-09-09,2019-09-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.79,2019-08-15,2019-08-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.81,2019-07-10,2019-07-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.73,2019-07-03,2019-07-02
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.69,2019-06-28,2019-06-27
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.78,2019-06-24,2019-06-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.89,2019-06-19,2019-06-18
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.95,2019-06-17,2019-06-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.09,2019-06-12,2019-06-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.19,2019-06-07,2019-06-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.28,2019-06-05,2019-06-04
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.31,2019-05-24,2019-05-23
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.24,2019-05-23,2019-05-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.11,2019-05-17,2019-05-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.05,2019-05-15,2019-05-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.91,2019-05-13,2019-05-10
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.88,2019-05-03,2019-05-02
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.99,2019-04-25,2019-04-24
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.09,2019-04-16,2019-04-15
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.19,2019-04-05,2019-04-04
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.24,2019-03-26,2019-03-25
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.00,2019-03-14,2019-03-13
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.90,2019-03-08,2019-03-07
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.81,2019-03-05,2019-03-04
